institution,addr,lat,lng
The University of Melbourne,"Parkville VIC 3010, Australia",-37.7983459,144.960974
US Food and Drug Administration,"1603 S 101st E Ave #135, Tulsa, OK 74128, USA",36.1388015,-95.8630828
Universitas Gadjah Mada,"Bulaksumur, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",-7.7713847,110.3774998
Dongkuk University College of Medicine,"440 Shatto Pl, Los Angeles, CA 90020, USA",34.0659512,-118.2897439
Taipei Municipal Wan Fang Hospital,"No. 111號, Section 3, Xinglong Road, Wenshan District, Taipei City, Taiwan 116",25.0000214,121.5580472
Global Disease Epidemiology and Control,"Baltimore, MD 21218, USA",39.3299013,-76.6205177
Monsanto Company,"7159 N 247th St W, Mt Hope, KS 67108, USA",37.814223,-97.631231
Autonomous University of Barcelona,"Campus de la UAB, Plaça Cívica, 08193 Bellaterra, Barcelona, Spain",41.5020282,2.1046866
University of Southern Queensland,"West St, Darling Heights QLD 4350, Australia",-27.6043593,151.9303905
Texas A&M University College of Medicine,"8447 Riverside Pkwy, Bryan, TX 77807, USA",30.5983991,-96.39500799999999
AMMS,"2160 Foster Ave, Wheeling, IL 60090, USA",42.0988997,-87.9138746
UC Berkeley,"Berkeley, CA, USA",37.8718992,-122.2585399
Aja University of Medical Sciences,"Tehran, Tehran Province, Iran",35.7178942,51.3802651
Shahid Beheshti University of Medical Sciences,"Tehran Province, Tehran, Velenjak، 7th Floor, Bldg No.2 SBUMS, Arabi Ave، Iran",35.8001144,51.3980673
University of Califofomzia,"Berkeley, CA, USA",37.8718992,-122.2585399
Mahanakorn University of Technology,"140 Chueam Samphan Rd, Khwaeng Krathum Rai, Khet Nong Chok, Krung Thep Maha Nakhon 10530, Thailand",13.8422299,100.8555194
CNRS -CIRAD AGIRs,"3 Rue Michel Ange, 75016 Paris, France",48.8476037,2.2639934
FIMM,"5454 Alkire Rd, Columbus, OH 43228, USA",39.9115115,-83.1391788
Osaka Prefectural Institute of Public Health,"Osaka, Japan",34.6937249,135.5022535
Textile Competence Centre,"Rundfunkpl., 6850 Dornbirn, Austria",47.4125131,9.7279552
National Nanotechnology Center,"111 Thailand Science Park, Phahon yothin Rd, Klong Nueng Klong Luang Chang Wat Pathum Thani 12120, Thailand",14.079421,100.6038453
Stockholm County Council,"112 21 Stockholm, Sweden",59.3285993,18.0399987
Uniuersity of Guelph,"50 Stone Rd E, Guelph, ON N1G 2W1, Canada",43.5327217,-80.22618039999999
National Naval Medical Center,"8901 Rockville Pike, Bethesda, MD 20889, USA",39.001465,-77.0939265
Tabriz University of Medical Sciences,"East Azerbaijan Province, Tabriz, Univesity Main St, Iran",38.0573933,46.3273528
Alborz University of Medical Sciences,"Hassan Abad, Karaj, Alborz Province, Iran",35.8425953,51.0072771
The Third Affiliated Hospital of Soochow University,"Guanhe East Road Shangquan, Tianning District, Changzhou, Jiangsu, China",31.7800759,119.9613158
"Unidad de Cuidados Intensivos, Hospital Nacional","Av Cuba y 39, Panamá, Panama",8.972811,-79.5339259
Universit a degli Studi di Bari 'Aldo Moro',"Piazza Umberto I, 1, 70121 Bari BA, Italy",41.1205546,16.8684745
National Defense Medical College Hospital,"3 Chome-２ Namiki, Tokorozawa, Saitama 359-0042, Japan",35.800289,139.4660929
The Parkinson's Institute,"2500 Hospital Dr building 10 suite 1, Mountain View, CA 94040, USA",37.3682691,-122.0824676
Dalian University of Technology (DUT),"Jinzhou District, Dalian, China",39.10041,121.821932
Veredus Laboratories Pte Ltd,"83 Science Park Dr, Singapore 118258",1.288599,103.7912388
Shanghai Institute of Planned Parenthood Research,"2120 Xietu Rd, Xuhui Qu, Shanghai Shi, China",31.193026,121.450347
Jaypee University of Information Technology,"Waknaghat, Himachal Pradesh 173234, India",31.016551,77.07015899999999
King Fahad Medical City,"Makkah Al Mukarramah Branch Rd, King Fahd Medical City، Riyadh 12231, Saudi Arabia",24.6871437,46.70250799999999
Simoes Filho,"Simões Filho - State of Bahia, Brazil",-12.7863762,-38.4021884
ANSER/Analytic Services Inc,"5275 Leesburg Pike, Falls Church, VA 22041, USA",38.8457518,-77.1200218
Unkersig of Minnesota,"Minnesota, USA",46.729553,-94.6858998
University of St,"2115 Summit Ave, St Paul, MN 55105, USA",44.943096,-93.1897082
St. Michaels Hospital,"30 Bond St, Toronto, ON M5B 1W8, Canada",43.6529691,-79.3776369
The University of North Carolina at Chapel Hill,"Chapel Hill, NC, USA",35.9049122,-79.0469134
Chinese National Human Genome Center at Shanghai,"Shanghai, China",31.230416,121.473701
Wageningen University and Research Centre,"6708 PB Wageningen, Netherlands",51.9845558,5.6657696
The Ottawa Hospital,"501 Smyth Rd, Ottawa, ON K1H 8L6, Canada",45.4007275,-75.6478786
Chiron Corporation,"1545 US-22, Annandale, NJ 08801, USA",40.6417844,-74.8645884
National Institutes of Health (NIH),"601 N Kelly Ave, Edmond, OK 73003, USA",35.66065820000001,-97.4965672
Gung Memorial Hospital at Kaohsiung,"833, Taiwan, Kaohsiung City, Niaosong District, Dapi Road, 123號醫學大樓1樓",22.6494455,120.3555023
Asan Medical Center,"88 Olympic-ro 43-gil, Pungnap 2(i)-dong, Songpa-gu, Seoul, South Korea",37.526922,127.108381
Université Laval,"2325 Rue de l'Université, Québec, QC G1V 0A6, Canada",46.78174629999999,-71.2747424
University of Aberdeen,"King's College, Aberdeen AB24 3FX, UK",57.16475999999999,-2.1015257
General Hospital,"1400 W 4th St, Coffeyville, KS 67337, USA",37.0412498,-95.63939719999999
University of Canterbury,"20 Kirkwood Avenue, Upper Riccarton, Christchurch 8041, New Zealand",-43.5235375,172.5839233
Shanghai Academy of Environmental Sciences,"508 Qinzhou Rd, Tian Lin, Xuhui Qu, Shanghai Shi, China",31.169555,121.430061
SK University of Agricultural Sciences and Technology of Kashmir (SKUAST-K),"Shalimar, Saidpura, Badgam, Jammu and Kashmir 190019",34.1130335,74.79356779999999
Istituto Zooprofilattico Sperimentale di Puglia,"Contrada San Pietro Piturno, 70017 Putignano BA, Italy",40.8658916,17.0761604
ECOFAC,"46 Avenue François Mitterrand, 72000 Le Mans, France",48.003598,0.19939
Indian Institute of Science Education and Research Kolkata,"Campus Rd, Mohanpur, West Bengal 741246, India",22.9638419,88.5245023
Trondheim University Hospital,"Prinsesse Kristinas gate 3, 7030 Trondheim, Norway",63.42102200000001,10.3879894
Yazd University,"Yazd Province, Yazd, Safaeih، Iran",31.8389834,54.35555069999999
Stiftung Tierärztliche Hochschule Hannover,"Bünteweg 9, 30559 Hannover, Germany",52.3549693,9.8015244
University of Crete School of Medicine,"Andrea Kalokerinou 13, Giofirakia 715 00, Greece",35.3060458,25.0841732
University of Technology Delft,"Mekelweg 5, 2628 CD Delft, Netherlands",51.9962928,4.375942
Municipal Public Health Service §University of Hong Kong,"University of Hong Kong, Meng Wah Complex, 3f Pok Fu Lam Rd, Pok Fu Lam, Hong Kong",22.2823362,114.1391183
Indian Veterinary Research Institute (IVRI),"Izatnagar, Bareilly, Uttar Pradesh 243122, India",28.3904755,79.4357971
National Autonomous University of Mexico,"República de Brasil 33, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06320 Ciudad de México, CDMX, Mexico",19.4379866,-99.1333401
ImClone Systems,"450 E 29th St 12th Floor, New York, NY 10016, USA",40.739815,-73.9737328
National Root Crops Research Institute,"Umudike Rd, Umudike, Nigeria",5.4798325,7.541266099999999
Sungkyunkwan University College of Medicine,"25-2 Sungkyunkwan-ro, Myeongnyun 3(sam)ga-dong, Jongno-gu, Seoul, South Korea",37.5873659,126.9944673
Clínica Medilaser,"Avenida Los Muiscas, Tunja, Boyacá, Colombia",5.569630999999999,-73.336756
University of Rzeszow,"aleja Tadeusza Rejtana 16C, 35-310 Rzeszów, Poland",50.03030740000001,22.0155799
Carrier Transicold Pte Ltd,"700 Olympic Dr, Athens, GA 30601, USA",33.968672,-83.33800099999999
Universidad Nacional del Litoral,"1400 R St, Lincoln, NE 68588, USA",40.8201966,-96.70047629999999
Sigma-Aldrich,"3300 S 2nd St #3306, St. Louis, MO 63118, USA",38.5910061,-90.2118065
Chang Gung Memorial Hospital,"105, Taiwan, Taipei City, Songshan District, Lane 130, Section 3, Minsheng East Road, 9號號2~4樓",25.0564135,121.5463601
"Centro Hospitalar Lisboa Ocidental, Hospital de Egas Moniz","R. da Junqueira 126, 1349-019 Lisboa, Portugal",38.6996879,-9.1883365
AMO MVZ,"Schillerstraße 1, 38440 Wolfsburg, Germany",52.41918,10.78273
University of Malaya,"Jalan Universiti, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1209046,101.6538414
Calle Jose Gutierrez Abascal,"Calle de José Gutiérrez Abascal, 28006 Madrid, Spain",40.4402283,-3.6900958
Muséum National d'Histoire Naturelle,"36 Rue Geoffroy-Saint-Hilaire, 75005 Paris, France",48.8418666,2.3563799
Harvard School of Public Health and ‡International Communications Research,"677 Huntington Ave, Boston, MA 02115, USA",42.3355027,-71.1022265
IBIO Ltd,"8800 HSC Pkwy, Bryan, TX 77807, USA",30.59788,-96.38521
Charité -Universitätsmedizin Berlin Institute of Virology,"Charitépl. 1, 10117 Berlin, Germany",52.5264618,13.3766245
National Agricultural and Food Research Organization,"3-chōme-1-1 Kannondai, Tsukuba, Ibaraki 305-8517, Japan",36.0281293,140.1021158
Central University of Rajasthan,"University Road, NH-8, Bandar Seendri, Rajasthan 305817, India",26.6286949,75.0324194
Centre Hospitalier Universitaire de Treichville,"BP V 3, Abidjan, Côte d'Ivoire",5.345752399999999,-3.980726099999999
Kagoshima University Graduate School of Medical and Dental Sciences,"1-chōme-21-24 Kōrimoto, Kagoshima, 890-0065, Japan",31.5701284,130.5445384
Ottawa Health Research Institute,"1053 Carling Ave, Ottawa, ON K1Y 4E9, Canada",45.39341719999999,-75.7222571
Nottingham University Malaysia,"B34, 43500 Semenyih, Selangor, Malaysia",2.9451936,101.8746127
University of Toledo,"2801 Bancroft St, Toledo, OH 43606, USA",41.6578804,-83.6142374
Dominican University of California,"50 Acacia Ave, San Rafael, CA 94901, USA",37.9797597,-122.5132315
"Shubnikov Institute of Crystallography of Federal Scientific Research Centre ""Crystallography and Photonics"" of Russian Academy of Sciences","Leninskiy Prospekt, 59, Moskva, Russia, 119333",55.695645,37.560127
INTA-Castelar,"INTA MTB CASTELAR, Camino Inta, Castelar, Buenos Aires, Argentina",-34.6069981,-58.66741629999999
and †Saskatchewan Health,"2130 11th Ave, Regina, SK S4P 0J5, Canada",50.4505591,-104.6119571
National Public Health Institute,"601 N Kelly Ave, Edmond, OK 73003, USA",35.66065820000001,-97.4965672
UCL Institute of Child Health,"30 Guilford St, Holborn, London WC1N 1EH, UK",51.523309,-0.120066
Dongbei University of Finance and Economics,"217 Jianshan St, Shahekou Qu, Dalian Shi, Liaoning Sheng, China",38.876672,121.549827
Seth GS Medical College & KEM Hospital,"Acharya Donde Marg, Parel, Parel East, Parel, Mumbai, Maharashtra 400012, India",19.0025142,72.8420769
"Global Health and Education Projects, Inc","6220 Rhode Island Ave #1a, Riverdale Park, MD 20737, USA",38.9631986,-76.9355593
UNESP,"Pomar Barracao - Av. Continental, s/n, Ilha Solteira - SP, 15385-000, Brazil",-20.4173237,-51.3336692
Murray State University,"102 Curris Center, Murray, KY 42071, USA",36.6163842,-88.3214979
université de Versailles Saint-Quentin-en-Yvelines,"Université de Versailles Saint-Quentin-en-Yvelines (UVSQ, 45 Avenue des États Unis, 78000 Versailles, France",48.8106613,2.1482966
IMBA -Institute of Molecular Biotechnology of the Austrian Academy of Sciences,"Dr.-Bohr-Gasse 3, 1030 Wien, Austria",48.189253,16.4016716
Georgia State University Atlanta,"Atlanta, GA 30302, USA",33.753068,-84.38528190000001
Univ. Paris Diderot,"5 Rue Thomas Mann, 75013 Paris, France",48.8277587,2.3826409
Universitat de Lleida,"Plaça de Víctor Siurana, 1, 25003 Lleida, Spain",41.6147,0.62039
Research Institute National Cerebral and Cardiovascular Center,"6-1 Kishibeshinmachi, Suita, Osaka 564-8565, Japan",34.7793616,135.5408218
University of Virginia Health Sciences Center,"545 Ray C Hunt Dr, Charlottesville, VA 22903, USA",38.0249375,-78.5249639
108 Military Central Hospital,"Số 1 Trần Hưng Đạo, Bạch Đằng, Hai Bà Trưng, Hà Nội 113601, Vietnam",21.018039,105.8615527
Damanhour University,"إلى سيناء، قسم دمنهور، البحيرة، Abadeyat Damanhour, Damanhour, El Beheira Governorate, Egypt",31.0380081,30.4331508
Santobono-Pausilipon Hospital,"Via Mario Fiore, 6, 80129 Napoli NA, Italy",40.8489606,14.232319
Central Hospital of Wuhan,"26 Shengli St, Jiangan Qu, Wuhan Shi, Hubei Sheng, China",30.581137,114.29573
Crowmarsh Gifford,"Crowmarsh Gifford, Wallingford OX10, UK",51.596782,-1.1097109
Marine Scotland Science Marine Laboratory,"375 Victoria Rd, Aberdeen AB11 9DB, UK",57.1377715,-2.0716575
Arizona State University Biodesign Institute and School of Life Sciences,"Biodesign Institute Building A, 1001 S McAllister Ave, Tempe, AZ 85281, USA",33.4193847,-111.9282621
McGill University Burnside Hall Rm,"805 Rue Sherbrooke Ouest, Montréal, QC H3A 2K6, Canada",45.5047573,-73.5748978
Ain Shams University,"El-Khalyfa El-Mamoun Street، El-Abaseya, El-Qobba Bridge, Al Waili, Cairo Governorate, Egypt",30.0770172,31.285107
Universidade Cató lica de Brasília UCB,"QS 07 – Lote 01 - EPCT - Taguatinga, Brasília - DF, 71966-700, Brazil",-15.8651119,-48.0301367
Sree Buddha College of Engineering,"Pattoor P.O, Nooranad, Padanilam, Kerala 690529, India",9.212537099999999,76.64240149999999
The Children's Hospital at Westmead,"Cnr Hawkesbury Rd &, Hainsworth St, Westmead NSW 2145, Australia",-33.8018122,150.992716
Wageningen University and Research,"6708 PB Wageningen, Netherlands",51.9845558,5.6657696
Virginia-Maryland Regional College of Veterinary Medicine,"205 Duck Pond Dr, Blacksburg, VA 24060, USA",37.2177893,-80.4283708
Hasanudin University,"Jl. Perintis Kemerdekaan KM.10, Tamalanrea Indah, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245, Indonesia",-5.1324973,119.4885402
University of Bologna,"Via Zamboni, 33, 40126 Bologna BO, Italy",44.4962318,11.354157
Universidad del Rosario,"Cl. 12c #Nº 6-25, Bogotá, Colombia",4.600078799999999,-74.07329279999999
"National Institute for Infectious Diseases ""L. Spallanzani"" (INMI)","Via Portuense, 292, 00149 Roma RM, Italy",41.866501,12.4564793
Georgia Southern University,"1332 Southern Dr, Statesboro, GA 30458, USA",32.42054890000001,-81.78653469999999
Narva Haigla,"Haigla, Narva, Estonia",59.362466,28.1919542
University of California Davis,"1 Shields Ave, Davis, CA 95616, USA",38.5382322,-121.7617125
Hôpital de Bois-Guillaume,"147 Avenue du Maréchal Juin, 76230 Bois-Guillaume, France",49.4647668,1.1170013
Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Côte d'Ivoire,5.330576,-4.128086
Federal University of Paraná,"Rua XV de Novembro, 1299 - Centro - Centro, Curitiba - PR, 80060-000, Brazil",-25.4269081,-49.2617658
Lucigen Corp,"2905 Parmenter St, Middleton, WI 53562, USA",43.1063194,-89.5096346
Ciencia Forestal de la Universitat de Lleida,"Carrer Comtessa Elvira, 13, 25008 Lleida, Spain",41.6215204,0.6215731
University of California School of Medicine,"217 E Club Center Dr suite a, San Bernardino, CA 92408, USA",34.0597176,-117.2821862
Shanghai University of Medicine & Health Sciences,"279 Zhouzhu Hwy, Pudong Xinqu, Shanghai Shi, China",31.104016,121.610939
University of Kansas Medical Center,"3901 Rainbow Blvd, Kansas City, KS 66160, USA",39.05634999999999,-94.6113987
Azabu University,"1-chōme-17-71 Fuchinobe, Chūō-ku, Sagamihara, Kanagawa 252-5201, Japan",35.5763355,139.3904943
University of Kassel,"Mönchebergstraße 19, 34125 Kassel, Germany",51.322819,9.5073531
Lagos University Teaching Hospital,"Ishaga Rd, Idi-Araba, Lagos, Nigeria",6.5176113,3.3537748
Nationwide Children's Hospital y Ohio State University College of Medicine,"700 Children's Dr, Columbus, OH 43205, USA",39.95312699999999,-82.979489
University of Nebraska Public Policy Center,"215 Centennial Mall S #401, Lincoln, NE 68508, USA",40.8121822,-96.7001142
Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit (LOMWRU),"Quai Fa Ngum, Vientiane, Laos",17.9601033,102.611844
Leibniz-Institute for Primate Research,"Kellnerweg, 37077 Göttingen, Germany",51.56097030000001,9.9528945
centre hospitalier Jacques-Monod,"Rue Eugène Garnier, 61100 Flers, France",48.7490493,-0.5406908
Hellenic Agricultural Organization -Demeter,"Thermi - Thessalonikis, PO Box 60411, Thermi - Thessaloniki 570 01, Greece",40.538435,22.999373
Apollo Hospitals,"1125 S Trenton Ave #3, Tulsa, OK 74120, USA",36.1469927,-95.96937620000001
Beijing Institute of Radiation Medicine,"9 Dongdan 3rd Alley, Dong Dan, Dongcheng Qu, Beijing Shi, China",39.911431,116.41481
"Rega Institute, KU Leuven -University of Leuven","Herestraat 49, 3000 Leuven, Belgium",50.8797621,4.669417699999999
Soonchunhyang University Seoul Hospital,"170 Jomaru-ro, Jung 1(il)-dong, Bucheon, Gyeonggi-do, South Korea",37.4983977,126.7628536
Kwun Tong,"Kwun Tong, Hong Kong",22.3103686,114.2227035
La Paz University Hospital,"1200 S Mohave Ave, Parker, AZ 85344, USA",34.1364016,-114.2853397
Sunshine Children's Home and Rehabilitation Center,"15 Spring Valley Rd, Ossining, NY 10562, USA",41.194001,-73.853261
Samuel Lunenfeld Research Institute at Mount Sinai Hospital,"600 University Ave, Toronto, ON M5G 1X5, Canada",43.6575099,-79.3902938
Westmead Hospital and Sydney University,"Darcy Rd, Westmead NSW 2145, Australia",-33.8039867,150.9872854
Northwestern University Medical School,"420 E Superior St, Chicago, IL 60611, USA",41.8960678,-87.6168769
Donggang infectious diseases hospital,"Donggang Township, Pingtung County, Taiwan 928",22.4628783,120.4703258
National University of Malaysia,"43600 UKM, 43600 Bangi, Selangor, Malaysia",2.9305329,101.7787174
Shri Venkateshwara University,"Rajabpur, NH-24, Venkateshwara Nagar, Gajraula, Uttar Pradesh 244236, India",28.8378287,78.3496163
technical University of Munich,"Arcisstraße 21, 80333 München, Germany",48.14966,11.5678602
Children's and Women's Health Centre of BC,"4500 Oak St, Vancouver, BC V6H 3N1, Canada",49.2442928,-123.124306
South Asian University,"Akbar Bhawan, Satya Marg, Chanakyapuri, New Delhi, Delhi 110021, India",28.5852347,77.19023020000002
Shanghai University,"318 Wuchuan Rd, Wu Jiao Chang, Yangpu Qu, Shanghai Shi, China",31.306594,121.494038
Guangdong Provincial Hospital of Traditional Chinese Medicine,"111 Dade Rd, Chang Di Lu Gou Wu Xiu Xian Jie, Yuexiu Qu, Guangzhou Shi, Guangdong Sheng, China",23.117507,113.256835
The Affiliated Hospital of Medical College of Qingdao,"16 Jiangsu Rd, Shinan Qu, Qingdao Shi, Shandong Sheng, China",36.0667,120.327607
